Bin	Name	Source Path	Color	GFX-Video Level	Field Ordering	LensModelName	InitializedDate	ProavIdRef	serialNo	modelName	manufacturer	CreationDate	Video Bitrate	Shutter Speed Time	Shutter Speed Angle	Iris F	White Balance	White Balance Mode	Foc. Pos. fr. Image Plane	EI	Exposure Mode	Capture FPS	Capture Gamma Equation	lens_name	Lens Mount	Audio Format	User TC Pref	User Action Guide Width	User Action Guide Topleft Y	User Action Guide Topleft X	User Action Guide Height	User Action Guide Enabled	Shutter fraction	Shutter degree	Sensor OLPF Name	Sensor OLPF Interchangeable	Sensor Name	Sensor ID	Resolution Format Name	Reel ID Full	Reel ID 8 Character	REDCODE	record_framerate_numerator	record_framerate_denominator	Record Framerate	Original Filename	monitor_sharpness	Media Serial Number	TimeStamp	Lens Aperture Units	Jamsync setting	iso_calibration_version	FrameWidth	FrameHeight	HDR Mode	GMT Time	GMT Date	Genlock setting	Frame Guide Width	Frame Guide Topleft Y	Frame Guide Topleft X	Frame Guide Height	Frame Guide Enabled	flip_vertical	flip_horizontal	Exposure time	exposure_adjust	Dropped Frame Count	clip_uuid	Clip	clip_default_color_version	camera_rotation_z	camera_rotation_y	camera_rotation_x	camera_position	Camera PIN	Camera Network Name	Camera Model ID	Camera Model	Camera firmware version	Camera Firmware Revision	camera_acceleration_z	camera_acceleration_y	camera_acceleration_x	Anamorphic Mode	Resolution	Filename	Original_End	Original_Start	Blue White Y	Blue White X	Blue Knee Y	Blue Knee X	Blue Mid Y	Blue Mid X	Blue Toe Y	Blue Toe X	Blue Black Y	Blue Black X	Green White Y	Green White X	Green Knee Y	Green Knee X	Green Mid Y	Green Mid X	Green Toe Y	Green Toe X	Green Black Y	Green Black X	Red White Y	Red White X	Red Knee Y	Red Knee X	Red Mid Y	Red Mid X	Red Toe Y	Red Toe X	Red Black Y	Red Black X	LGG Blue Gain	LGG Blue Gamma	LGG Blue Lift	LGG Green Gain	LGG Green Gamma	LGG Green Lift	LGG Red Gain	LGG Red Gamma	LGG Red Lift	Shadow	FLUT	Chroma Denoise	OLPF	Debayer detail	GammaSpace	ColorSpace	DRX	Tint	Kelvin	White Y	White X	Knee Y	Knee X	Mid Y	Mid X	Toe Y	Toe X	Black Y	Black X	Saturation	Exposure	GainRed	GainGreen	GainBlue	Contrast	Brightness	ISO	Source Setting	Clip ID	Comments	Image Size	Raster Dimension	Image Framing	Vendor Download Master	Vendor Invoice ID	Vendor Asset Status	Vendor Asset Keywords	Vendor Asset Description	Vendor Original Master	Vendor Asset Price	Vendor Asset Rights	Vendor Asset Name	Vendor Asset ID	Vendor URL	Vendor Name	Marker	S3D Alignment	S3D Eye Order	S3D InversionR	S3D Inversion	S3D Clip Name	S3D Group Name	S3D Channel	S3D Leading Eye	S3D Contributors	Color Transformation	Ancillary Data	Media File Path	Reformat	Pixel Aspect Ratio	Image Aspect Ratio	Chroma Subsampling	Color Space	Track Formats	Field Motion	AFD	Auxiliary TC5	ASC_SAT	ASC_SOP	IDataLink	Production	Journalist	Disk Label	TC 30NP	UNC Path	Transfer	Master Start	Master Film	Master End	Master Edge	Master Dur	LUT	KN Film	Ink Film	Ink Edge	Ink End	Frame Count Duration	Frame Count End	Frame Count Start	Ink Dur	VFX Reel	VFX	DPX	AuxInk Film	AuxInk End	AuxInk Edge	AuxInk Dur	Format	Video File Format	Aux TC 24	Cadence	TC 25PD	Audio Bit Depth	Audio File Format	TC 30	TC 24	TC 25	Modified Date	Audio SR	TapeID	Lock	Slip	Camera	Reel	Labroll	Shoot Date	Camroll	Auxiliary TC1	Soundroll	Reel #	Take	VITC	Scene	Plug-in	Video	Tape	Start	Sound TC	Tracks	Offline	Pullout	Project	Pullin	Auxiliary TC4	Mark OUT	KN Start	KN IN-OUT	KN Mark OUT	KN Dur	Mark IN	KN Mark IN	Perf	KN End	Film TC	IN-OUT	FPS	Auxiliary Ink	End	Ink Number	Drive	Duration	Creation Date	Auxiliary TC2	Frame	CFPS	Media Status	Auxiliary TC3	Source File	
OWEN FOR RESOLVE	A004_C017_0430D1.new.01	N:\BLINK\BLINK_WW2 DECODED_NEARLINE\01_RUSHES\2025_04_30\WW2D_250430_RED_A_004\A004_04301J\A004_04301J.RDM\A004_C017_0430D1.RDC\	   																							PCM	1	0.633333	0.0250077	0.183376	0.95	1	100	180	STANDARD	1	HELIUM 8K S35	6	4.5K 4:3 ANA 2	A004_C017_0430D1	A004C017	REDcode 8:1	50	1	50	A004_C017_0430D1_001.R3D	0	20180829AAUS11160069	162843	0	0	2	4320	3240	0	162843	20250430	0	1	0	0	1	1	0	0	10000	0	0	838CC670-2772-11F0-9260-2CB69D044ABA	017	3	8.995	-2.257	2.248	C	130-26B-4FD	EPIC-W	14	RED EPIC-W 8K S35	7.4.1	153431	0.972	0.094	0.031	1	Auto	A004_C017_0430D1	16:30:59:01	16:28:43:15	1.000000	1.000000	0.750000	0.750000	0.500000	0.500000	0.250000	0.250000	0.000000	0.000000	1.000000	1.000000	0.750000	0.750000	0.500000	0.500000	0.250000	0.250000	0.000000	0.000000	1.000000	1.000000	0.750000	0.750000	0.500000	0.500000	0.250000	0.250000	0.000000	0.000000	1.000000	1.000000	0.000000	1.000000	1.000000	0.000000	1.000000	1.000000	0.000000	0	0.000000	Off	Off	High	BT.1886	Rec.709	0.000000	0.000000	5600.000000	1.000000	1.000000	0.750000	0.750000	0.500000	0.500000	0.250000	0.250000	0.000000	0.000000	1.000000	0.000000	1.000000	1.000000	1.000000	0.000000	0.000000	320	Camera Metadata Settings			8640 x 3240	1920x1080p														   	NONE						MONO			RED WideGamut / Log3G10 to REC709			Center Crop	1.500	2.67:1	4:2:2	Log3G10/ RED Wide Gamut [full range]		Progressive								WW2D_250430_RED_A_004														3387	3386	0									1080p/25			None							02/05/2025 09:35:34		WW2D_250430_RED_A_004	   		A	004		20250430						01:29:37:13			DNxHD LB (HD1080p)		16:28:43:15		V1	V1		+BLINK_WWII DECODED_TECH							 211+11							25.00		16:30:59:02		BLINK_WW2 DECODED_MEDIA (W:)	00:02:15:12	01/05/2025 19:33:57			25.00			A004_C017_0430D1_001.R3D	
OWEN FOR RESOLVE	A004_C011_0430KI.new.01	N:\BLINK\BLINK_WW2 DECODED_NEARLINE\01_RUSHES\2025_04_30\WW2D_250430_RED_A_004\A004_04301J\A004_04301J.RDM\A004_C011_0430KI.RDC\	   																							PCM	1	0.633333	0.0250077	0.183376	0.95	1	100	180	STANDARD	1	HELIUM 8K S35	6	4.5K 4:3 ANA 2	A004_C011_0430KI	A004C011	REDcode 8:1	50	1	50	A004_C011_0430KI_001.R3D	0	20180829AAUS11160069	161423	0	0	2	4320	3240	0	161423	20250430	0	1	0	0	1	1	0	0	10000	0	0	82A3D78C-2770-11F0-9260-2CB69D044ABA	011	3	6.746	-0.008	0	C	130-26B-4FD	EPIC-W	14	RED EPIC-W 8K S35	7.4.1	153431	0.956	0.078	0.172	1	Auto	A004_C011_0430KI	16:15:12:00	16:14:23:02	1.000000	1.000000	0.750000	0.750000	0.500000	0.500000	0.250000	0.250000	0.000000	0.000000	1.000000	1.000000	0.750000	0.750000	0.500000	0.500000	0.250000	0.250000	0.000000	0.000000	1.000000	1.000000	0.750000	0.750000	0.500000	0.500000	0.250000	0.250000	0.000000	0.000000	1.000000	1.000000	0.000000	1.000000	1.000000	0.000000	1.000000	1.000000	0.000000	0	0.000000	Off	Off	High	BT.1886	Rec.709	0.000000	0.000000	5600.000000	1.000000	1.000000	0.750000	0.750000	0.500000	0.500000	0.250000	0.250000	0.000000	0.000000	1.000000	0.000000	1.000000	1.000000	1.000000	0.000000	0.000000	320	Camera Metadata Settings			8640 x 3240	1920x1080p														   	NONE						MONO			RED WideGamut / Log3G10 to REC709			Center Crop	1.500	2.67:1	4:2:2	Log3G10/ RED Wide Gamut [full range]		Progressive								WW2D_250430_RED_A_004														1224	1223	0									1080p/25			None							02/05/2025 09:35:34		WW2D_250430_RED_A_004	   		A	004		20250430						01:22:52:11			DNxHD LB (HD1080p)		16:14:23:02		V1	V1		+BLINK_WWII DECODED_TECH							  76+08							25.00		16:15:12:01		BLINK_WW2 DECODED_MEDIA (W:)	00:00:48:24	01/05/2025 19:30:30			25.00			A004_C011_0430KI_001.R3D	
OWEN FOR RESOLVE	A001_C013_04303C.new.01	N:\BLINK\BLINK_WW2 DECODED_NEARLINE\01_RUSHES\2025_04_30\WW2D_250430_RED_A_001\A001_0430Y2\A001_0430Y2.RDM\A001_C013_04303C.RDC\	   																							PCM	1	0.633333	0.0250077	0.183376	0.95	1	100	180	STANDARD	1	HELIUM 8K S35	6	4.5K 4:3 ANA 2	A001_C013_04303C	A001C013	REDcode 8:1	50	1	50	A001_C013_04303C_001.R3D	0	20161221AAUS10681095	111138	0	0	2	4320	3240	0	111138	20250430	0	1	0	0	1	1	0	0	10000	0	0	37F9DBC0-2746-11F0-925E-2CB69D044ABA	013	3	6.746	-6.755	2.248	C	130-26B-4FD	EPIC-W	14	RED EPIC-W 8K S35	7.4.1	153431	0.94	0.047	-0.219	1	Auto	A001_C013_04303C	11:15:55:14	11:11:38:24	1.000000	1.000000	0.750000	0.750000	0.500000	0.500000	0.250000	0.250000	0.000000	0.000000	1.000000	1.000000	0.750000	0.750000	0.500000	0.500000	0.250000	0.250000	0.000000	0.000000	1.000000	1.000000	0.750000	0.750000	0.500000	0.500000	0.250000	0.250000	0.000000	0.000000	1.000000	1.000000	0.000000	1.000000	1.000000	0.000000	1.000000	1.000000	0.000000	0	0.000000	Off	Off	High	BT.1886	Rec.709	0.000000	0.000000	5600.000000	1.000000	1.000000	0.750000	0.750000	0.500000	0.500000	0.250000	0.250000	0.000000	0.000000	1.000000	0.000000	1.000000	1.000000	1.000000	0.000000	0.000000	320	Camera Metadata Settings			8640 x 3240	1920x1080p														   	NONE						MONO			From Log3G10/ RED Wide Gamut [full range] to Rec.709; Godfather (3D)			Center Crop	1.500	2.67:1	4:2:2	Log3G10/ RED Wide Gamut [full range]		Progressive								WW2D_250430_RED_A_001														6416	6415	0									1080p/25			None							02/05/2025 10:40:31		WW2D_250430_RED_A_001	   		A	001		20250430						01:45:31:16			DNxHD LB (HD1080p)		11:11:38:24		V1	V1		+BLINK_WWII DECODED_TECH							 401+00	11:14:56:14						25.00		11:15:55:15		BLINK_WW2 DECODED_MEDIA (W:)	00:04:16:16	01/05/2025 15:25:16			25.00			A001_C013_04303C_001.R3D	
OWEN FOR RESOLVE	A001_C012_04302I.new.01	N:\BLINK\BLINK_WW2 DECODED_NEARLINE\01_RUSHES\2025_04_30\WW2D_250430_RED_A_001\A001_0430Y2\A001_0430Y2.RDM\A001_C012_04302I.RDC\	   																							PCM	1	0.633333	0.0250077	0.183376	0.95	1	100	180	STANDARD	1	HELIUM 8K S35	6	4.5K 4:3 ANA 2	A001_C012_04302I	A001C012	REDcode 8:1	50	1	50	A001_C012_04302I_001.R3D	0	20161221AAUS10681095	110806	0	0	2	4320	3240	0	110806	20250430	0	1	0	0	1	1	0	0	10000	0	0	B95EDCD4-2745-11F0-925E-2CB69D044ABA	012	3	11.243	-0.008	0	C	130-26B-4FD	EPIC-W	14	RED EPIC-W 8K S35	7.4.1	153431	0.972	0.062	0.062	1	Auto	A001_C012_04302I	11:13:12:18	11:08:06:14	1.000000	1.000000	0.750000	0.750000	0.500000	0.500000	0.250000	0.250000	0.000000	0.000000	1.000000	1.000000	0.750000	0.750000	0.500000	0.500000	0.250000	0.250000	0.000000	0.000000	1.000000	1.000000	0.750000	0.750000	0.500000	0.500000	0.250000	0.250000	0.000000	0.000000	1.000000	1.000000	0.000000	1.000000	1.000000	0.000000	1.000000	1.000000	0.000000	0	0.000000	Off	Off	High	BT.1886	Rec.709	0.000000	0.000000	5600.000000	1.000000	1.000000	0.750000	0.750000	0.500000	0.500000	0.250000	0.250000	0.000000	0.000000	1.000000	0.000000	1.000000	1.000000	1.000000	0.000000	0.000000	320	Camera Metadata Settings			8640 x 3240	1920x1080p	Framed as 2.67:1 100.00%													   	NONE						MONO			From Log3G10/ RED Wide Gamut [full range] to Rec.709; Godfather (3D)			Center Crop	1.500	2.67:1	4:2:2	Log3G10/ RED Wide Gamut [full range]		Progressive								WW2D_250430_RED_A_001														7655	7654	0									1080p/25			None							02/05/2025 10:42:12		WW2D_250430_RED_A_001	   		A	001		20250430						01:40:25:11			DNxHD LB (HD1080p)		11:08:06:14		V1	V1		+BLINK_WWII DECODED_TECH							 478+07	11:11:22:07						25.00		11:13:12:19		BLINK_WW2 DECODED_MEDIA (W:)	00:05:06:05	01/05/2025 21:35:20			25.00			A001_C012_04302I_001.R3D	
OWEN FOR RESOLVE	A001_C011_04301S.new.01	N:\BLINK\BLINK_WW2 DECODED_NEARLINE\01_RUSHES\2025_04_30\WW2D_250430_RED_A_001\A001_0430Y2\A001_0430Y2.RDM\A001_C011_04301S.RDC\	   																							PCM	1	0.633333	0.0250077	0.183376	0.95	1	100	180	STANDARD	1	HELIUM 8K S35	6	4.5K 4:3 ANA 2	A001_C011_04301S	A001C011	REDcode 8:1	50	1	50	A001_C011_04301S_001.R3D	0	20161221AAUS10681095	110208	0	0	2	4320	3240	0	110208	20250430	0	1	0	0	1	1	0	0	10000	0	0	E3E59A34-2744-11F0-925E-2CB69D044ABA	011	3	8.995	-0.008	0	C	130-26B-4FD	EPIC-W	14	RED EPIC-W 8K S35	7.4.1	153431	0.972	0.047	0.031	1	Auto	A001_C011_04301S	11:07:15:01	11:02:08:10	1.000000	1.000000	0.750000	0.750000	0.500000	0.500000	0.250000	0.250000	0.000000	0.000000	1.000000	1.000000	0.750000	0.750000	0.500000	0.500000	0.250000	0.250000	0.000000	0.000000	1.000000	1.000000	0.750000	0.750000	0.500000	0.500000	0.250000	0.250000	0.000000	0.000000	1.000000	1.000000	0.000000	1.000000	1.000000	0.000000	1.000000	1.000000	0.000000	0	0.000000	Off	Off	High	BT.1886	Rec.709	0.000000	0.000000	5600.000000	1.000000	1.000000	0.750000	0.750000	0.500000	0.500000	0.250000	0.250000	0.000000	0.000000	1.000000	0.000000	1.000000	1.000000	1.000000	0.000000	0.000000	320	Camera Metadata Settings			8640 x 3240	1920x1080p														   	NONE						MONO			From Log3G10/ RED Wide Gamut [full range] to Rec.709; Godfather (3D)			Center Crop	1.500	2.67:1	4:2:2	Log3G10/ RED Wide Gamut [full range]		Progressive								WW2D_250430_RED_A_001														7667	7666	0									1080p/25			None							02/05/2025 09:34:08		WW2D_250430_RED_A_001	   		A	001		20250430						01:35:18:19			DNxHD LB (HD1080p)		11:02:08:10		V1	V1		+BLINK_WWII DECODED_TECH							 479+03	11:06:41:00						25.00		11:07:15:02		BLINK_WW2 DECODED_MEDIA (W:)	00:05:06:17	01/05/2025 23:01:47			25.00			A001_C011_04301S_001.R3D	
OWEN FOR RESOLVE	A001_C009_0430VI.new.01	N:\BLINK\BLINK_WW2 DECODED_NEARLINE\01_RUSHES\2025_04_30\WW2D_250430_RED_A_001\A001_0430Y2\A001_0430Y2.RDM\A001_C009_0430VI.RDC\	   																							PCM	1	0.633333	0.0250077	0.183376	0.95	1	100	180	STANDARD	1	HELIUM 8K S35	6	4.5K 4:3 ANA 2	A001_C009_0430VI	A001C009	REDcode 8:1	50	1	50	A001_C009_0430VI_001.R3D	0	20161221AAUS10681095	102202	0	0	2	4320	3240	0	102202	20250430	0	1	0	0	1	1	0	0	10000	0	0	49B4FF04-273F-11F0-925E-2CB69D044ABA	009	3	6.746	-0.008	2.248	C	130-26B-4FD	EPIC-W	14	RED EPIC-W 8K S35	7.4.1	153431	0.94	0.125	0.266	1	Auto	A001_C009_0430VI	10:23:20:07	10:22:02:06	1.000000	1.000000	0.750000	0.750000	0.500000	0.500000	0.250000	0.250000	0.000000	0.000000	1.000000	1.000000	0.750000	0.750000	0.500000	0.500000	0.250000	0.250000	0.000000	0.000000	1.000000	1.000000	0.750000	0.750000	0.500000	0.500000	0.250000	0.250000	0.000000	0.000000	1.000000	1.000000	0.000000	1.000000	1.000000	0.000000	1.000000	1.000000	0.000000	0	0.000000	Off	Off	High	BT.1886	Rec.709	0.000000	0.000000	5600.000000	1.000000	1.000000	0.750000	0.750000	0.500000	0.500000	0.250000	0.250000	0.000000	0.000000	1.000000	0.000000	1.000000	1.000000	1.000000	0.000000	0.000000	320	Camera Metadata Settings			8640 x 3240	1920x1080p														   	NONE						MONO			RED WideGamut / Log3G10 to REC709			Center Crop	1.500	2.67:1	4:2:2	Log3G10/ RED Wide Gamut [full range]		Progressive								WW2D_250430_RED_A_001														1952	1951	0									1080p/25			None							02/05/2025 09:34:08		WW2D_250430_RED_A_001	   		A	001		20250430						01:32:17:09			DNxHD LB (HD1080p)		10:22:02:06		V1	V1		+BLINK_WWII DECODED_TECH							 122+00							25.00		10:23:20:08		BLINK_WW2 DECODED_MEDIA (W:)	00:01:18:02	01/05/2025 16:40:01			25.00			A001_C009_0430VI_001.R3D	
OWEN FOR RESOLVE	A001_C007_04300V.new.01	N:\BLINK\BLINK_WW2 DECODED_NEARLINE\01_RUSHES\2025_04_30\WW2D_250430_RED_A_001\A001_0430Y2\A001_0430Y2.RDM\A001_C007_04300V.RDC\	   																							PCM	1	0.633333	0.0250077	0.183376	0.95	1	100	180	STANDARD	1	HELIUM 8K S35	6	4.5K 4:3 ANA 2	A001_C007_04300V	A001C007	REDcode 8:1	50	1	50	A001_C007_04300V_001.R3D	0	20161221AAUS10681095	101532	0	0	2	4320	3240	0	101532	20250430	0	1	0	0	1	1	0	0	10000	0	0	613B7A64-273E-11F0-925E-2CB69D044ABA	007	3	11.243	-9.003	2.248	C	130-26B-4FD	EPIC-W	14	RED EPIC-W 8K S35	7.4.1	153431	0.94	0.047	-0.062	1	Auto	A001_C007_04300V	10:18:20:21	10:15:32:05	1.000000	1.000000	0.750000	0.750000	0.500000	0.500000	0.250000	0.250000	0.000000	0.000000	1.000000	1.000000	0.750000	0.750000	0.500000	0.500000	0.250000	0.250000	0.000000	0.000000	1.000000	1.000000	0.750000	0.750000	0.500000	0.500000	0.250000	0.250000	0.000000	0.000000	1.000000	1.000000	0.000000	1.000000	1.000000	0.000000	1.000000	1.000000	0.000000	0	0.000000	Off	Off	High	BT.1886	Rec.709	0.000000	0.000000	5600.000000	1.000000	1.000000	0.750000	0.750000	0.500000	0.500000	0.250000	0.250000	0.000000	0.000000	1.000000	0.000000	1.000000	1.000000	1.000000	0.000000	0.000000	320	Camera Metadata Settings			8640 x 3240	1920x1080p														   	NONE						MONO			RED WideGamut / Log3G10 to REC709			Center Crop	1.500	2.67:1	4:2:2	Log3G10/ RED Wide Gamut [full range]		Progressive								WW2D_250430_RED_A_001														4217	4216	0									1080p/25			None							02/05/2025 09:34:08		WW2D_250430_RED_A_001	   		A	001		20250430						01:28:06:12			DNxHD LB (HD1080p)		10:15:32:05		V1	V1		+BLINK_WWII DECODED_TECH							 263+09							25.00		10:18:20:22		BLINK_WW2 DECODED_MEDIA (W:)	00:02:48:17	01/05/2025 17:34:08			25.00			A001_C007_04300V_001.R3D	
OWEN FOR RESOLVE	A001_C006_0430TN.new.01	N:\BLINK\BLINK_WW2 DECODED_NEARLINE\01_RUSHES\2025_04_30\WW2D_250430_RED_A_001\A001_0430Y2\A001_0430Y2.RDM\A001_C006_0430TN.RDC\	   																							PCM	1	0.633333	0.0250077	0.183376	0.95	1	100	180	STANDARD	1	HELIUM 8K S35	6	4.5K 4:3 ANA 2	A001_C006_0430TN	A001C006	REDcode 8:1	50	1	50	A001_C006_0430TN_001.R3D	0	20161221AAUS10681095	101212	0	0	2	4320	3240	0	101212	20250430	0	1	0	0	1	1	0	0	10000	0	0	EA0CE41E-273D-11F0-925E-2CB69D044ABA	006	3	6.746	-2.257	0	C	130-26B-4FD	EPIC-W	14	RED EPIC-W 8K S35	7.4.1	153431	0.972	0.078	0.141	1	Auto	A001_C006_0430TN	10:17:53:06	10:12:12:06	1.000000	1.000000	0.750000	0.750000	0.500000	0.500000	0.250000	0.250000	0.000000	0.000000	1.000000	1.000000	0.750000	0.750000	0.500000	0.500000	0.250000	0.250000	0.000000	0.000000	1.000000	1.000000	0.750000	0.750000	0.500000	0.500000	0.250000	0.250000	0.000000	0.000000	1.000000	1.000000	0.000000	1.000000	1.000000	0.000000	1.000000	1.000000	0.000000	0	0.000000	Off	Off	High	BT.1886	Rec.709	0.000000	0.000000	5600.000000	1.000000	1.000000	0.750000	0.750000	0.500000	0.500000	0.250000	0.250000	0.000000	0.000000	1.000000	0.000000	1.000000	1.000000	1.000000	0.000000	0.000000	320	Camera Metadata Settings			8640 x 3240	1920x1080p														   	NONE						MONO			RED WideGamut / Log3G10 to REC709			Center Crop	1.500	2.67:1	4:2:2	Log3G10/ RED Wide Gamut [full range]		Progressive								WW2D_250430_RED_A_001														8526	8525	0									1080p/25			None							02/05/2025 09:34:08		WW2D_250430_RED_A_001	   		A	001		20250430						01:22:25:11			DNxHD LB (HD1080p)		10:12:12:06		V1	V1		+BLINK_WWII DECODED_TECH							 532+14							25.00		10:17:53:07		BLINK_WW2 DECODED_MEDIA (W:)	00:05:41:01	01/05/2025 23:39:35			25.00			A001_C006_0430TN_001.R3D	
OWEN FOR RESOLVE	A001_C005_0430E1.new.01	N:\BLINK\BLINK_WW2 DECODED_NEARLINE\01_RUSHES\2025_04_30\WW2D_250430_RED_A_001\A001_0430Y2\A001_0430Y2.RDM\A001_C005_0430E1.RDC\	   																							PCM	1	0.633333	0.0250077	0.183376	0.95	1	100	180	STANDARD	1	HELIUM 8K S35	6	4.5K 4:3 ANA 2	A001_C005_0430E1	A001C005	REDcode 8:1	50	1	50	A001_C005_0430E1_001.R3D	0	20161221AAUS10681095	100233	0	0	2	4320	3240	0	100233	20250430	0	1	0	0	1	1	0	0	10000	0	0	9121C190-273C-11F0-925E-2CB69D044ABA	005	3	8.995	0	-0.008	C	130-26B-4FD	EPIC-W	14	RED EPIC-W 8K S35	7.4.1	153431	0.972	0.094	0.125	1	Auto	A001_C005_0430E1	10:12:38:23	10:02:33:15	1.000000	1.000000	0.750000	0.750000	0.500000	0.500000	0.250000	0.250000	0.000000	0.000000	1.000000	1.000000	0.750000	0.750000	0.500000	0.500000	0.250000	0.250000	0.000000	0.000000	1.000000	1.000000	0.750000	0.750000	0.500000	0.500000	0.250000	0.250000	0.000000	0.000000	1.000000	1.000000	0.000000	1.000000	1.000000	0.000000	1.000000	1.000000	0.000000	0	0.000000	Off	Off	High	BT.1886	Rec.709	0.000000	0.000000	5600.000000	1.000000	1.000000	0.750000	0.750000	0.500000	0.500000	0.250000	0.250000	0.000000	0.000000	1.000000	0.000000	1.000000	1.000000	1.000000	0.000000	0.000000	320	Camera Metadata Settings			8640 x 3240	1920x1080p														   	NONE						MONO			RED WideGamut / Log3G10 to REC709			Center Crop	1.500	2.67:1	4:2:2	Log3G10/ RED Wide Gamut [full range]		Progressive								WW2D_250430_RED_A_001														15134	15133	0									1080p/25			None							02/05/2025 10:39:58		WW2D_250430_RED_A_001	   		A	001		20250430						01:12:20:02			DNxHD LB (HD1080p)		10:02:33:15		V1	V1		+BLINK_WWII DECODED_TECH							 945+14							25.00		10:12:38:24		BLINK_WW2 DECODED_MEDIA (W:)	00:10:05:09	01/05/2025 20:15:31			25.00			A001_C005_0430E1_001.R3D	
OWEN FOR RESOLVE	B004_C001_0425EV.new.01	N:\BLINK\BLINK_WW2 DECODED_NEARLINE\01_RUSHES\2025_04_25\WW2D_250425_RED_B_004\B004_0425LN.RDM\B004_C001_0425EV.RDC\	   																					Unknown	P/L	PCM	1	0.633333	0.0250077	0.183376	0.95	1	100	180	STANDARD	1	HELIUM 8K S35	6	4.5K 4:3 ANA 2	B004_C001_0425EV	B004C001	REDcode 8:1	50	1	50	B004_C001_0425EV_001.R3D	0	20161231AAUS08400012	211656	1	0	2	4320	3240	0	211656	20250425	0	1	0	0	1	1	0	0	10000	0	0	F2ECD006-23AC-11F0-8E8F-2CB69D044B86	001	3	-0.008	-4.506	2.248	C	130-26B-7EC	EPIC-W	14	RED EPIC-W 8K S35	7.4.1	153431	0.987	0.188	-0.172	1	Auto	B004_C001_0425EV	21:20:08:05	21:16:56:16	1.000000	1.000000	0.750000	0.750000	0.500000	0.500000	0.250000	0.250000	0.000000	0.000000	1.000000	1.000000	0.750000	0.750000	0.500000	0.500000	0.250000	0.250000	0.000000	0.000000	1.000000	1.000000	0.750000	0.750000	0.500000	0.500000	0.250000	0.250000	0.000000	0.000000	1.000000	1.000000	0.000000	1.000000	1.000000	0.000000	1.000000	1.000000	0.000000	0	0.000000	Off	Off	High	BT.1886	Rec.709	0.000000	0.000000	5600.000000	1.000000	1.000000	0.750000	0.750000	0.500000	0.500000	0.250000	0.250000	0.000000	0.000000	1.000000	0.000000	1.000000	1.000000	1.000000	0.000000	0.000000	320	Camera Metadata Settings			8640 x 3240	1920x1080p														   	NONE						MONO			RED WideGamut / Log3G10 to REC709			Center Crop	1.500	2.67:1	4:2:2	Log3G10/ RED Wide Gamut [full range]		Progressive								WW2D_250425_RED_B_004														4790	4789	0									1080p/25			None							27/04/2025 15:42:07		WW2D_250425_RED_B_004	   		B	004		20250425						01:00:00:00			DNxHD LB (HD1080p)		21:16:56:16		V1	V1		+BLINK_WWII DECODED_TECH							 299+06							25.00		21:20:08:06		BLINK_WW2 DECODED_MEDIA (W:)	00:03:11:15	27/04/2025 00:49:48			25.00			B004_C001_0425EV_001.R3D	
OWEN FOR RESOLVE	B003_C016_0425XA.new.01	N:\BLINK\BLINK_WW2 DECODED_NEARLINE\01_RUSHES\2025_04_25\WW2D_250425_RED_B_003\B003_0425OL.RDM\B003_C016_0425XA.RDC\	   																					Unknown	P/L	PCM	1	0.633333	0.0250077	0.183376	0.95	1	100	180	STANDARD	1	HELIUM 8K S35	6	4.5K 4:3 ANA 2	B003_C016_0425XA	B003C016	REDcode 8:1	50	1	50	B003_C016_0425XA_001.R3D	0	20180314AAUS11280016	203153	1	0	2	4320	3240	0	203153	20250425	0	1	0	0	1	1	0	0	10000	0	0	A79F8E14-23A6-11F0-8E8F-2CB69D044B86	016	3	-4.506	2.248	-4.506	C	130-26B-7EC	EPIC-W	14	RED EPIC-W 8K S35	7.4.1	153431	1.175	0.172	-0.015	1	Auto	B003_C016_0425XA	20:35:46:08	20:31:53:09	1.000000	1.000000	0.750000	0.750000	0.500000	0.500000	0.250000	0.250000	0.000000	0.000000	1.000000	1.000000	0.750000	0.750000	0.500000	0.500000	0.250000	0.250000	0.000000	0.000000	1.000000	1.000000	0.750000	0.750000	0.500000	0.500000	0.250000	0.250000	0.000000	0.000000	1.000000	1.000000	0.000000	1.000000	1.000000	0.000000	1.000000	1.000000	0.000000	0	0.000000	Off	Off	High	BT.1886	Rec.709	0.000000	0.000000	5600.000000	1.000000	1.000000	0.750000	0.750000	0.500000	0.500000	0.250000	0.250000	0.000000	0.000000	1.000000	0.000000	1.000000	1.000000	1.000000	0.000000	0.000000	320	Camera Metadata Settings			8640 x 3240	1920x1080p														   	NONE						MONO			RED WideGamut / Log3G10 to REC709			Center Crop	1.500	2.67:1	4:2:2	Log3G10/ RED Wide Gamut [full range]		Progressive								WW2D_250425_RED_B_003														5825	5824	0									1080p/25			None							27/04/2025 15:41:35		WW2D_250425_RED_B_003	   		B	003		20250425						01:12:36:19			DNxHD LB (HD1080p)		20:31:53:09		V1	V1		+BLINK_WWII DECODED_TECH							 364+01	20:31:57:06						25.00		20:35:46:09		BLINK_WW2 DECODED_MEDIA (W:)	00:03:53:00	26/04/2025 22:14:51			25.00			B003_C016_0425XA_001.R3D	
